host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,instant_bookable,reviews_per_month,#amenities,first_review_year,last_review_year,host_since_year,shared_bathroom,review_scores_rating
Yelle,NA,NA,NA,f,Bushwick,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],>2.0,>9.0,1,4.81
Benoit,NA,NA,NA,f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,5.0
Taylor,NA,NA,NA,f,Elmhurst,t,Queens,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],1,4.91
Alexandria,NA,NA,NA,f,other,t,Brooklyn,Private room in townhouse,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.75
Michael,a few days or more,<=99.0,NA,f,Williamsburg,t,Brooklyn,Entire condo,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,(6.0-9.0],0,5.0
Dan,NA,NA,NA,f,Upper West Side,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Moonoura,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,>1,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.53
Paul,NA,NA,NA,f,Hell's Kitchen,f,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,0,4.0
Aka Sutton Place,a few days or more,<=99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.5
Nina,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],>12.0,<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,<=2.0,>9.0,0,4.33
Lamartine,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,<=1.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,5.0
Betsaida,NA,NA,NA,f,other,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],<=2.0,<=2.0,<=6.0,1,4.0
Ally,within a few hours,>99.0,(78.0-98.0],t,Long Island City,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,t,>0.73,>32.0,<=2.0,<=2.0,<=6.0,0,4.88
John,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.0
Caroline,NA,NA,NA,f,Crown Heights,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.0
Gaurab,NA,NA,NA,f,other,t,Queens,Private room in condo,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,t,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,4.36
Reid,NA,NA,NA,f,other,f,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Robson,within an hour,<=99.0,(78.0-98.0],f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,<=1.0,<=1.0,(1.0-2.0],<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],<=2.0,<=2.0,(6.0-9.0],1,4.85
Kristen,NA,NA,NA,f,other,f,Manhattan,other,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,1,5.0
Donald,NA,NA,NA,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.75
Romer Hell'S Kitchen New York City,within an hour,>99.0,>98.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,1,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.7
Ivy,NA,NA,NA,f,other,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.52
Sonder (NYC),within an hour,<=99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,>12.0,>1.0,1,t,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.35
Furnished Quarters,within an hour,>99.0,>98.0,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,4.5
Monica,NA,NA,NA,f,other,f,Queens,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,5.0
Sam,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Raimundo,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,5.0
Dalila,NA,NA,NA,f,Flushing,f,Queens,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.57
Michelle,NA,NA,>98.0,f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,5.0
Furnished Quarters,within an hour,>99.0,>98.0,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,>200.0,<=1.0,<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,5.0
David,NA,NA,NA,f,other,t,Manhattan,Entire condo,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,>9.0,0,4.67
Eme,NA,NA,NA,f,Jamaica,t,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,4.67
Lamartine,within an hour,>99.0,(78.0-98.0],f,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,>1,f,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.67
Paula,NA,NA,NA,f,Bushwick,f,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,4.0
Raimundo,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,4.67
Charles,NA,NA,NA,f,Bedford-Stuyvesant,t,Brooklyn,Entire townhouse,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],<=2.0,>9.0,0,4.5
Dawn,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,>6.0,>2.0,>9.0,1,5.0
Briana,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.75
Roberta,within an hour,>99.0,>98.0,t,Astoria,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,5.0
Vance,NA,NA,NA,f,Astoria,t,Queens,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,4.55
Jeannelle,within an hour,>99.0,>98.0,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,<=1.0,>1.0,>2.0,(100.0-200.0],>12.0,>1.0,>1,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.93
Noomi,within an hour,<=99.0,(78.0-98.0],,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,>1.0,>1.0,>2.0,>200.0,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,(6.0-9.0],0,4.33
Deborah,within an hour,>99.0,>98.0,t,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,>1.0,(1.0-2.0],(100.0-200.0],>12.0,>1.0,0,f,(0.15-0.73],>32.0,>6.0,<=2.0,(6.0-9.0],0,4.92
Urban Furnished,within an hour,>99.0,(78.0-98.0],f,Chelsea,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Mounir,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.0
Shkedy,within an hour,<=99.0,>98.0,t,other,t,Manhattan,Room in hotel,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,<=1.0,<=1.0,0,t,<=0.15,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,5.0
Richard And Elena,within a few hours,>99.0,<=78.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,<=1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,(6.0-9.0],0,4.82
Henry,within a day,>99.0,<=78.0,f,Upper West Side,t,Manhattan,Entire condo,Entire home/apt,>3.0,>1.0,>1.0,(1.0-2.0],>200.0,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],>6.0,>2.0,>9.0,0,4.89
Nolitan,NA,NA,>98.0,f,other,t,Manhattan,other,Private room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,>12.0,>1.0,0,t,>0.73,<=16.0,(2.0-6.0],<=2.0,<=6.0,0,4.53
Indre,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,(2.0-6.0],<=2.0,>9.0,0,4.77
Paradise Suites,within an hour,<=99.0,<=78.0,t,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,<=6.0,0,3.83
Ifi,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,1,4.38
Sveta,within an hour,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,(2.0-3.0],<=1.0,<=1.0,<=1.0,(100.0-200.0],<=1.0,<=1.0,0,t,(0.15-0.73],<=16.0,<=2.0,<=2.0,<=6.0,0,5.0
Buke,within a few hours,>99.0,>98.0,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.33
Emily,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,>1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,4.8
Atakan,a few days or more,<=99.0,>98.0,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,>200.0,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.78
Okhela,NA,NA,NA,f,Jamaica,t,Queens,Entire home,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.44
Alex & Family,within a day,>99.0,NA,f,Bedford-Stuyvesant,t,Brooklyn,Entire home,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,<=16.0,>6.0,>2.0,>9.0,0,4.76
Melissa,NA,NA,NA,f,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,5.0
Tricia,within a few hours,>99.0,>98.0,f,other,t,Brooklyn,Entire townhouse,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,>9.0,0,5.0
Ethan,NA,NA,NA,f,Hell's Kitchen,f,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,<=1.0,0,t,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.51
Mathieu,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],0,4.8
Huma,NA,NA,NA,f,other,f,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.9
Ali,NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,>9.0,1,4.87
Welcome To Excellent Homes,NA,NA,<=78.0,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,<=2.0,<=2.0,<=6.0,0,5.0
Avi,NA,NA,NA,f,other,f,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,>32.0,(2.0-6.0],>2.0,>9.0,0,4.67
The Michelangelo,NA,NA,>98.0,f,other,t,Manhattan,Room in hotel,Hotel room,<=2.0,<=1.0,<=1.0,<=1.0,>200.0,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,5.0
Sagee,within a day,>99.0,>98.0,f,Jamaica,t,Queens,other,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],<=2.0,(6.0-9.0],0,3.8
Kuang,NA,NA,NA,f,other,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],1,4.33
Hudson River,within a few hours,<=99.0,>98.0,f,Flushing,t,Manhattan,Room in hotel,Private room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,t,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,3.63
Jamie,within an hour,>99.0,<=78.0,t,other,t,Manhattan,Entire condo,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],>12.0,>1.0,1,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.94
Jill S,NA,NA,NA,f,Hell's Kitchen,f,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,5.0
Manuela,a few days or more,<=99.0,<=78.0,f,Bushwick,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,<=1.0,>1.0,>2.0,(100.0-200.0],(1.0-12.0],>1.0,0,t,(0.15-0.73],(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.0
Florencio,NA,NA,NA,f,Upper West Side,f,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,4.88
Tyler,within an hour,>99.0,>98.0,f,Jamaica,t,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,(1.0-12.0],>1.0,1,f,(0.15-0.73],>32.0,<=2.0,<=2.0,(6.0-9.0],1,4.0
Ivanna,within an hour,>99.0,<=78.0,t,Flushing,t,Queens,Entire rental unit,Entire home/apt,>3.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,<=0.15,(16.0-32.0],<=2.0,<=2.0,>9.0,0,5.0
Mursheda,within an hour,<=99.0,>98.0,t,Flushing,t,Queens,Entire home,Entire home/apt,<=2.0,<=1.0,>1.0,(1.0-2.0],<=100.0,>12.0,>1.0,0,f,>0.73,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,4.83
Maxime,within a few hours,>99.0,NA,f,Williamsburg,t,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],<=2.0,(6.0-9.0],0,5.0
Kristina,NA,NA,NA,f,Crown Heights,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],>6.0,>2.0,(6.0-9.0],1,4.5
Lera,NA,NA,NA,f,other,t,Queens,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Yao & Rain,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,>9.0,0,4.5
Alice,NA,NA,NA,f,Bedford-Stuyvesant,f,Brooklyn,Entire rental unit,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Maya,NA,NA,NA,f,Crown Heights,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,4.67
Pawel,NA,NA,<=78.0,f,Bedford-Stuyvesant,t,Brooklyn,Entire townhouse,Entire home/apt,>3.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,(6.0-9.0],0,4.75
Suzanne,NA,NA,NA,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],<=16.0,>6.0,>2.0,>9.0,0,4.69
Sharon,within a few hours,>99.0,(78.0-98.0],t,other,t,Brooklyn,other,Entire home/apt,>3.0,<=1.0,<=1.0,>2.0,(100.0-200.0],>12.0,<=1.0,0,f,>0.73,>32.0,>6.0,<=2.0,>9.0,0,4.85
Matilda,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Jared,NA,NA,NA,f,Crown Heights,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Jc,NA,NA,NA,f,Greenpoint,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,(6.0-9.0],1,5.0
Yao & Rain,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,>32.0,(2.0-6.0],>2.0,>9.0,1,4.78
Yao & Rain,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],>2.0,>9.0,1,4.55
Paradise Suites,within an hour,<=99.0,<=78.0,t,Upper East Side,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,(100.0-200.0],(1.0-12.0],>1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],<=2.0,<=6.0,0,4.9
Alice,NA,NA,NA,f,Bedford-Stuyvesant,f,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,1,5.0
The Michelangelo,NA,NA,>98.0,f,other,t,Manhattan,Room in hotel,Hotel room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],>1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],<=2.0,<=6.0,0,5.0
The Michelangelo,NA,NA,>98.0,f,other,t,Manhattan,Room in hotel,Hotel room,<=2.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,t,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,4.5
Paz,NA,NA,NA,f,Williamsburg,t,Brooklyn,Private room in rental unit,Private room,<=2.0,NA,NA,NA,NA,<=1.0,<=1.0,0,f,<=0.15,>32.0,<=2.0,<=2.0,(6.0-9.0],0,5.0
Mary,within a day,>99.0,>98.0,t,Park Slope,t,Brooklyn,other,Entire home/apt,<=2.0,NA,<=1.0,NA,NA,>12.0,>1.0,0,f,>0.73,>32.0,(2.0-6.0],<=2.0,>9.0,0,4.98
Clara,NA,NA,NA,f,other,t,Brooklyn,Entire rental unit,Entire home/apt,(2.0-3.0],NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,4.86
Harry,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,>3.0,NA,<=1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
Linda,NA,NA,NA,f,other,t,Staten Island,Private room in home,Private room,<=2.0,NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,4.67
Alen,NA,NA,NA,f,Flushing,t,Queens,Private room in home,Private room,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,1,5.0
Angelica,NA,NA,NA,f,other,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,NA,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,>9.0,0,5.0
RoomPicks By Antony,within an hour,<=99.0,(78.0-98.0],f,other,t,Manhattan,Room in hotel,Hotel room,>3.0,<=1.0,<=1.0,(1.0-2.0],(100.0-200.0],<=1.0,<=1.0,0,t,<=0.15,(16.0-32.0],<=2.0,<=2.0,>9.0,0,5.0
Brian,NA,NA,NA,f,Hell's Kitchen,t,Manhattan,Entire rental unit,Entire home/apt,<=2.0,NA,>1.0,NA,NA,(1.0-12.0],<=1.0,0,f,<=0.15,(16.0-32.0],(2.0-6.0],>2.0,<=6.0,0,4.57
Marie And Seun,within an hour,>99.0,(78.0-98.0],t,other,t,Brooklyn,Entire rental unit,Entire home/apt,>3.0,NA,>1.0,NA,NA,>12.0,>1.0,0,f,>0.73,>32.0,<=2.0,<=2.0,>9.0,0,4.93
Yao & Rain,NA,NA,NA,f,other,t,Manhattan,Private room in rental unit,Private room,(2.0-3.0],NA,NA,NA,NA,>12.0,<=1.0,0,f,(0.15-0.73],>32.0,(2.0-6.0],>2.0,>9.0,1,4.0
Carol,NA,NA,NA,f,Flushing,f,Queens,Private room in rental unit,Private room,<=2.0,NA,<=1.0,NA,NA,<=1.0,<=1.0,0,f,<=0.15,<=16.0,(2.0-6.0],>2.0,<=6.0,1,5.0
Dewyane And Ann,within an hour,>99.0,(78.0-98.0],t,Jamaica,t,Queens,Entire home,Entire home/apt,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,>12.0,>1.0,0,t,>0.73,(16.0-32.0],<=2.0,<=2.0,<=6.0,0,4.83
Tyler,within an hour,>99.0,>98.0,f,Jamaica,t,Queens,Private room in home,Private room,<=2.0,<=1.0,<=1.0,<=1.0,<=100.0,<=1.0,<=1.0,1,f,>0.73,>32.0,<=2.0,<=2.0,(6.0-9.0],0,1.0
